id,issn,title,author,page,volume,number,publish_date,link
5896,57060012,xxxxx 浅析,徐英楠，,847-890,193,7,2006-05-23,www.xxxxx.com
5897,54663096,xxx 在 zzz 时促进了 yyy,徐英楠，李宏旷，文春枫，,274-282,309,5,2009-08-02,www.xxxxx.com
5898,66041915,xxx 在 zzz 时促进了 yyy,徐英楠，孙锦程，孙博简，,661-664,538,11,2016-05-11,www.xxxxx.com
5899,70754113,xxxxx 浅析,徐英楠，崔彭祖，易幼翠，任浩气，,916-935,417,9,2017-09-10,www.xxxxx.com
5900,46854266,xxx 在 zzz 时促进了 yyy,徐英楠，,727-753,672,11,2007-02-11,www.xxxxx.com
5901,19012303,xxx 在 zzz 时促进了 yyy,徐英楠，,878-887,956,12,2019-01-15,www.xxxxx.com
5902,40863783,论 xxxx,徐英楠，,566-582,361,8,1991-12-09,www.xxxxx.com
5903,98332250,xxx improves yyy,徐英楠，武方玉，冯永元，,818-825,199,2,2020-07-02,www.xxxxx.com
5904,09987703,xxxxx 浅析,徐英楠，,310-336,91,9,2018-08-16,www.xxxxx.com
5905,62519347,xxxxx 小议,徐英楠，,587-617,257,2,2009-07-20,www.xxxxx.com
5906,57060012,xxx has facilitated yyy,徐英楠，,387-410,431,10,2008-07-09,www.xxxxx.com
5907,85118632,xxx 在 zzz 时促进了 yyy,徐英楠，唐鸿畅，,16-66,528,10,2010-03-19,www.xxxxx.com
5908,19012303,xxx 在 zzz 时促进了 yyy,徐英楠，康以云，谭学博，郭子琪，,20-35,6,10,2021-11-22,www.xxxxx.com
5909,66521703,xxxxx 浅析,徐英楠，顾明亮，,685-711,488,5,2021-04-28,www.xxxxx.com
5910,64932775,xxx has facilitated yyy,徐英楠，,628-670,209,1,2001-04-28,www.xxxxx.com
5911,19012303,xxx has facilitated yyy,徐英楠，卢健柏，,377-382,842,6,2008-01-18,www.xxxxx.com
5912,23953375,xxxxx 刍议,徐英楠，高紫山，陆永怡，周雨晴，,858-867,632,8,1991-05-27,www.xxxxx.com
5913,99917471,xxxxx 刍议,徐英楠，傅致萱，何文心，,515-536,899,2,2016-11-10,www.xxxxx.com
5914,66914660,xxxxx 浅析,徐英楠，,905-939,23,4,2008-12-04,www.xxxxx.com
5915,99917471,xxx improves yyy,徐英楠，,621-653,242,9,2004-09-08,www.xxxxx.com
5916,57060012,xxxxx 刍议,徐英楠，魏紫易，,143-163,835,10,2021-03-03,www.xxxxx.com
5917,99612153,xxxxx 小议,徐英楠，钟凌春，常寒凝，,36-60,262,9,2019-12-13,www.xxxxx.com
5918,23953375,xxxx 对 yyy 有重大影响,徐英楠，梁盼曼，,835-874,115,10,2006-01-24,www.xxxxx.com
5919,21626833,论 xxxx,徐英楠，,659-683,307,10,1998-07-26,www.xxxxx.com
5920,09987703,xxxxx 浅析,邓绿柏，朱水彤，胡雅莉，,699-704,297,8,2013-07-09,www.xxxxx.com
5921,43545801,xxxxx 浅析,邓绿柏，卢燕楠，漕亦绿，,566-580,965,2,2002-02-06,www.xxxxx.com
5922,40863783,xxx 在 zzz 时促进了 yyy,邓绿柏，林如曼，孔白柏，,885-935,435,1,1990-02-13,www.xxxxx.com
5923,25504359,xxxxx 刍议,邓绿柏，金炎彬，,184-190,278,4,2013-10-04,www.xxxxx.com
5924,40863783,xxxxx 浅析,邓绿柏，孔翔宇，吕苏弥，武之双，,795-814,993,7,2015-06-25,www.xxxxx.com
5925,45500799,论 xxxx,邓绿柏，金冰蓝，龙丹丹，沈高飞，,951-966,40,7,2002-05-25,www.xxxxx.com
5926,67624666,xxxx 对 yyy 有重大影响,邓绿柏，郭子琪，孔悠柔，,779-790,135,8,1998-11-11,www.xxxxx.com
5927,66041915,xxxx 对 yyy 有重大影响,邓绿柏，常温瑜，许建树，,634-667,535,1,2004-04-26,www.xxxxx.com
5928,58698718,论 xxxxx 在 xxxxx 中的应用,邓绿柏，贾光耀，,312-317,710,3,2015-05-05,www.xxxxx.com
5929,19012303,xxx improves yyy,邓绿柏，段湘怡，龚奇胜，钱囡囡，,672-708,321,10,2000-10-19,www.xxxxx.com
5930,25504359,xxxxx 刍议,邓绿柏，廖浩旷，,593-603,320,10,2011-05-01,www.xxxxx.com
5931,26988107,xxx has facilitated yyy,邓绿柏，,617-651,575,8,1995-01-18,www.xxxxx.com
5932,54663096,xxx improves yyy,邓绿柏，马阳阳，,548-572,301,2,2010-06-06,www.xxxxx.com
5933,66041915,xxx has facilitated yyy,邓绿柏，邓艳霞，,522-558,750,10,1993-11-03,www.xxxxx.com
5934,23953375,xxx 在 zzz 时促进了 yyy,邓绿柏，龙宛凝，,51-94,34,6,2002-04-09,www.xxxxx.com
5935,97557353,xxx 在 zzz 时促进了 yyy,邓绿柏，夏和昶，文高扬，廖心思，,77-124,381,3,2018-06-19,www.xxxxx.com
5936,25504359,xxxx 对 yyy 有重大影响,邓绿柏，常寒凝，史歌韵，,595-603,52,9,1991-07-09,www.xxxxx.com
5937,68630103,xxx 在 zzz 时促进了 yyy,邓绿柏，崔锐逸，贺勇捷，,331-370,128,6,2001-06-27,www.xxxxx.com
5938,19012303,xxxx 对 yyy 有重大影响,邓绿柏，范乐邦，顾文敏，袁千秋，,425-454,981,7,2016-09-07,www.xxxxx.com
5939,23953375,xxx 在 zzz 时促进了 yyy,邓绿柏，唐鸿畅，宋振国，,821-854,908,6,2004-06-18,www.xxxxx.com
5940,54663096,xxxx 对 yyy 有重大影响,邓绿柏，韩乐正，秦良策，黎乐和，,585-613,18,5,2014-03-25,www.xxxxx.com
5941,98332250,论 xxxx,邓绿柏，顾欣荣，邓嘉德，,560-581,315,7,2003-11-16,www.xxxxx.com
5942,58698718,xxxx 对 yyy 有重大影响,邓绿柏，高旦娅，万恨天，,234-251,974,12,1999-02-17,www.xxxxx.com
5943,07473169,论 xxxx,邓绿柏，方谷玉，,724-748,46,10,1993-11-04,www.xxxxx.com
5944,98332250,xxxxx 浅析,邓绿柏，韩韶华，,395-434,815,1,2021-12-04,www.xxxxx.com
5945,66041915,xxx improves yyy,邓绿柏，刘博雅，赖语风，,281-329,228,9,2009-02-16,www.xxxxx.com
5946,99612153,论 xxxx,邓绿柏，,914-961,637,8,2002-11-13,www.xxxxx.com
5947,46854266,xxxx 对 yyy 有重大影响,邓绿柏，熊馨婷，,356-383,817,5,2005-11-12,www.xxxxx.com
5948,98332250,xxx improves yyy,邓绿柏，阎千怡，易俊风，,478-519,292,1,1996-01-13,www.xxxxx.com
5949,86310410,xxx improves yyy,邓绿柏，汪温凉，常寒凝，,566-616,204,1,2014-11-19,www.xxxxx.com
5950,85118632,论 xxxx,邓绿柏，易俊风，魏翰墨，邓和宜，,786-810,794,8,1998-11-19,www.xxxxx.com
5951,46854266,论 xxxxx 在 xxxxx 中的应用,邓绿柏，李清逸，程惠芳，,630-633,773,7,1991-04-09,www.xxxxx.com
5952,99917471,xxx has facilitated yyy,邓绿柏，龚嘉许，陈浩荡，丁文林，,932-957,889,2,2016-08-10,www.xxxxx.com
5953,08338582,论 xxxxx 在 xxxxx 中的应用,邓绿柏，马建明，张乐成，,520-525,660,5,1998-04-02,www.xxxxx.com
5954,77255062,xxxxx 小议,邓绿柏，,251-259,946,5,1990-02-02,www.xxxxx.com
5955,97557353,xxxxx 小议,邓绿柏，,917-932,564,10,1998-01-23,www.xxxxx.com
5956,66914660,论 xxxxx 在 xxxxx 中的应用,邓绿柏，,645-682,858,3,1991-09-21,www.xxxxx.com
5957,23953375,xxxx 对 yyy 有重大影响,邓绿柏，黄以彤，高丝柳，,732-777,314,11,1993-11-05,www.xxxxx.com
5958,66521703,xxxxx 刍议,邓绿柏，傅平安，黄莞尔，,751-762,494,11,2013-10-27,www.xxxxx.com
5959,26988107,xxxxx 浅析,邓绿柏，顾恺乐，龙英豪，文鹏程，,905-924,393,11,2014-05-04,www.xxxxx.com
5960,21626833,xxxxx 小议,孙雁卉，朱慧艳，邱曼吟，王俊晤，,162-166,634,1,2023-05-17,www.xxxxx.com
5961,45500799,xxxxx 刍议,孙雁卉，张乐成，文春枫，,101-119,742,9,1994-09-19,www.xxxxx.com
5962,74407979,论 xxxx,孙雁卉，许淑然，,680-715,428,2,2020-01-15,www.xxxxx.com
5963,46854266,xxx has facilitated yyy,孙雁卉，胡承宣，,907-911,613,11,2011-09-15,www.xxxxx.com
5964,45683228,xxxx 对 yyy 有重大影响,孙雁卉，徐和韵，,383-429,2,4,2009-05-12,www.xxxxx.com
5965,74407979,xxxxx 浅析,孙雁卉，,832-844,94,11,2006-05-28,www.xxxxx.com
5966,43545801,论 xxxxx 在 xxxxx 中的应用,孙雁卉，阎千怡，毛晗蕊，,846-865,290,12,1991-09-01,www.xxxxx.com
5967,40863783,xxx has facilitated yyy,孙雁卉，,791-799,784,2,2002-07-14,www.xxxxx.com
5968,57060012,论 xxxx,孙雁卉，,965-996,51,9,2012-06-04,www.xxxxx.com
5969,19012303,xxx 在 zzz 时促进了 yyy,孙雁卉，余音韵，,455-496,778,3,2021-04-21,www.xxxxx.com
5970,40863783,xxxxx 小议,孙雁卉，黎竹悦，,646-668,193,5,2004-04-14,www.xxxxx.com
5971,43545801,论 xxxxx 在 xxxxx 中的应用,孙雁卉，漕俊郎，,776-797,635,1,2019-08-05,www.xxxxx.com
5972,26988107,论 xxxx,孙雁卉，苏怜梦，孔咏思，,317-347,720,8,2016-02-10,www.xxxxx.com
5973,45683228,xxx improves yyy,孙雁卉，邹泰清，姜文轩，,727-757,91,8,2021-10-13,www.xxxxx.com
5974,64590580,xxx 在 zzz 时促进了 yyy,孙雁卉，秦奇迈，程宜年，何建茗，,154-191,239,2,2006-09-26,www.xxxxx.com
5975,23953375,xxxx 对 yyy 有重大影响,孙雁卉，萧初月，邱宾实，,253-287,69,4,2016-05-26,www.xxxxx.com
5976,99612153,xxxxx 小议,孙雁卉，石曼易，,772-810,813,4,2016-04-17,www.xxxxx.com
5977,66914660,xxx has facilitated yyy,孙雁卉，高紫山，许兴学，朱力夫，,143-163,113,10,2003-01-02,www.xxxxx.com
5978,99917471,xxx improves yyy,孙雁卉，孔白柏，,777-783,346,5,1990-07-26,www.xxxxx.com
5979,09987703,xxxxx 小议,孙雁卉，,546-584,724,5,1990-09-03,www.xxxxx.com
5980,77255062,xxx has facilitated yyy,孙雁卉，,504-533,716,9,2007-04-05,www.xxxxx.com
5981,64590580,xxxxx 浅析,孙雁卉，孔紫薰，卢菊月，,473-497,541,10,1994-08-08,www.xxxxx.com
5982,86310410,xxxx 对 yyy 有重大影响,孙雁卉，程雪柳，卢菊月，,889-920,442,4,2002-10-21,www.xxxxx.com
5983,93221432,xxx improves yyy,孙雁卉，王谷南，龙野云，孔子安，,602-627,219,9,1995-03-07,www.xxxxx.com
5984,93221432,xxx 在 zzz 时促进了 yyy,孙雁卉，卢康适，秦良策，,940-955,366,6,1997-10-19,www.xxxxx.com
5985,97557353,xxxxx 刍议,孙雁卉，程鹏运，汤天赋，,627-641,505,7,2013-07-27,www.xxxxx.com
5986,33536340,xxxx 对 yyy 有重大影响,孙雁卉，周幻丝，秦奇迈，尹良吉，,577-604,405,6,2013-02-06,www.xxxxx.com
5987,99612153,论 xxxx,孙雁卉，董昊天，阎秋怡，,649-694,427,2,1995-10-24,www.xxxxx.com
5988,33536340,xxxx 对 yyy 有重大影响,孙雁卉，高紫山，,680-721,292,1,1996-02-26,www.xxxxx.com
5989,68630103,论 xxxxx 在 xxxxx 中的应用,孙雁卉，白代亦，,258-300,235,8,2018-09-09,www.xxxxx.com
5990,09987703,xxx improves yyy,孙雁卉，,864-895,744,3,2009-07-22,www.xxxxx.com
5991,68630103,xxxx 对 yyy 有重大影响,孙雁卉，彭乐容，,728-776,802,11,2013-06-10,www.xxxxx.com
5992,64590580,xxx has facilitated yyy,孙雁卉，文悦喜，方阳伯，龚奇胜，,837-854,909,11,2015-06-13,www.xxxxx.com
5993,66521703,xxxxx 刍议,孙雁卉，冯永元，,490-526,560,2,2000-05-14,www.xxxxx.com
5994,85118632,xxxxx 浅析,孙雁卉，金子怡，,348-369,741,8,2012-09-26,www.xxxxx.com
5995,64590580,xxxxx 浅析,孙雁卉，邓坚壁，郭飞扬，赵同方，,534-544,313,1,1996-04-22,www.xxxxx.com
5996,21626833,xxx has facilitated yyy,孙雁卉，漕浩荡，,668-671,563,5,2016-05-01,www.xxxxx.com
5997,66521703,xxx 在 zzz 时促进了 yyy,孙雁卉，萧文霞，潘云露，龚奇胜，,314-359,833,5,1995-11-22,www.xxxxx.com
5998,45683228,论 xxxxx 在 xxxxx 中的应用,孙雁卉，汪温凉，,606-617,323,4,1996-06-18,www.xxxxx.com
5999,40863783,xxxxx 小议,孙雁卉，,221-238,601,4,2007-12-21,www.xxxxx.com
6000,85118632,xxx improves yyy,孔白柏，王俊晤，苏怜梦，汪清妙，,452-490,985,11,1997-09-01,www.xxxxx.com
6001,08338582,xxxxx 小议,孔白柏，姜彬彬，方谷玉，朱力夫，,695-712,428,6,2010-04-23,www.xxxxx.com
6002,45683228,xxxxx 刍议,孔白柏，夏雪漫，,437-466,125,4,1990-04-20,www.xxxxx.com
6003,19012303,xxx has facilitated yyy,孔白柏，,1000-1037,778,10,2019-01-07,www.xxxxx.com
6004,09987703,xxxx 对 yyy 有重大影响,孔白柏，,681-694,294,2,2021-04-05,www.xxxxx.com
6005,66914660,论 xxxx,孔白柏，易俊人，,765-799,116,11,2002-11-13,www.xxxxx.com
6006,66521703,xxx has facilitated yyy,孔白柏，顾欣荣，,954-957,225,9,1994-11-21,www.xxxxx.com
6007,66914660,xxxx 对 yyy 有重大影响,孔白柏，于三婷，郭炜婷，石卷玉，,94-103,482,2,2013-07-04,www.xxxxx.com
6008,40863783,xxxx 对 yyy 有重大影响,孔白柏，,166-190,123,11,2002-04-17,www.xxxxx.com
6009,08338582,xxxxx 刍议,孔白柏，,342-375,677,4,2002-06-14,www.xxxxx.com
6010,25504359,xxx improves yyy,孔白柏，常景明，,912-943,347,4,2014-10-18,www.xxxxx.com
6011,23176989,论 xxxxx 在 xxxxx 中的应用,孔白柏，顾彬炳，,14-24,164,7,2004-05-27,www.xxxxx.com
6012,96015863,xxxxx 刍议,孔白柏，,950-965,280,12,2000-08-14,www.xxxxx.com
6013,23953375,xxxxx 小议,孔白柏，陈弘文，叶英才，,152-178,750,7,2022-01-13,www.xxxxx.com
6014,25504359,xxxxx 刍议,孔白柏，周雨晴，,11-22,419,11,2021-11-10,www.xxxxx.com
6015,23953375,xxx has facilitated yyy,孔白柏，朱慧艳，龙俊发，任汉玲，,338-388,526,11,2003-12-23,www.xxxxx.com
6016,23953375,xxxx 对 yyy 有重大影响,孔白柏，邓坚壁，,900-944,228,3,1997-10-17,www.xxxxx.com
6017,97557353,xxxxx 小议,孔白柏，,650-674,553,7,1999-04-05,www.xxxxx.com
6018,99917471,论 xxxxx 在 xxxxx 中的应用,孔白柏，姚飞鹏，胡承宣，,974-982,506,3,2019-08-26,www.xxxxx.com
6019,66914660,xxxxx 浅析,孔白柏，顾明亮，,884-894,780,11,2014-10-18,www.xxxxx.com
6020,21626833,xxxxx 刍议,孔白柏，陆永怡，,113-159,664,1,2005-07-17,www.xxxxx.com
6021,12183892,xxxxx 浅析,孔白柏，姚韫玉，许向珊，,86-135,125,12,1991-12-03,www.xxxxx.com
6022,40863783,xxx has facilitated yyy,孔白柏，黎纪颖，,338-368,749,11,2016-07-04,www.xxxxx.com
6023,97557353,xxxxx 小议,孔白柏，,413-434,313,2,2013-01-05,www.xxxxx.com
6024,19163613,论 xxxxx 在 xxxxx 中的应用,孔白柏，毛良骥，,940-967,76,2,2008-02-06,www.xxxxx.com
6025,45500799,xxxx 对 yyy 有重大影响,孔白柏，顾嘉颖，,371-416,366,8,2020-01-10,www.xxxxx.com
6026,66914660,xxx 在 zzz 时促进了 yyy,孔白柏，,334-346,429,5,1997-03-17,www.xxxxx.com
6027,09987703,xxxxx 刍议,孔白柏，朱慧艳，黎竹悦，于滨海，,752-768,964,2,2003-09-15,www.xxxxx.com
6028,66521703,论 xxxx,孔白柏，秦良策，郭晓亦，,514-524,271,10,2010-03-02,www.xxxxx.com
6029,21626833,xxxxx 刍议,孔白柏，宋振国，,914-957,239,9,1997-02-04,www.xxxxx.com
6030,98332250,xxx has facilitated yyy,孔白柏，,59-85,282,9,2019-02-03,www.xxxxx.com
6031,21626833,xxxxx 小议,孔白柏，韩明轩，沈高飞，,479-504,553,3,1994-05-26,www.xxxxx.com
6032,08338582,xxxx 对 yyy 有重大影响,孔白柏，许淑然，蒋才艺，,79-90,399,10,1995-02-03,www.xxxxx.com
6033,46854266,xxxxx 小议,孔白柏，杨高昂，邱宾实，任影梅，,148-157,397,6,2022-05-12,www.xxxxx.com
6034,45500799,xxxx 对 yyy 有重大影响,孔白柏，萧晶辉，,258-285,815,12,2015-12-12,www.xxxxx.com
6035,19163613,xxxxx 小议,孔白柏，文高扬，何文心，,716-757,67,10,2005-01-28,www.xxxxx.com
6036,33536340,xxx improves yyy,孔白柏，陆乐生，何文心，阎秋怡，,360-374,353,1,2015-12-08,www.xxxxx.com
6037,86310410,xxxxx 小议,孔白柏，武之双，,563-570,561,5,2023-03-15,www.xxxxx.com
6038,64932775,xxxxx 刍议,孔白柏，,760-767,57,12,2009-06-16,www.xxxxx.com
6039,77255062,xxx improves yyy,孔白柏，,746-754,760,5,2016-01-25,www.xxxxx.com
6040,99917471,xxxxx 小议,王涵雁，姚妙菡，文语兰，,728-732,26,7,1994-04-22,www.xxxxx.com
6041,68630103,xxxxx 小议,王涵雁，于梓云，,789-839,655,3,1992-09-14,www.xxxxx.com
6042,67624666,xxxxx 浅析,王涵雁，,954-998,77,3,2016-05-28,www.xxxxx.com
6043,57060012,xxxxx 小议,王涵雁，,203-248,592,11,2004-09-12,www.xxxxx.com
6044,97557353,xxxxx 刍议,王涵雁，,160-174,483,6,1998-03-26,www.xxxxx.com
6045,99917471,xxx has facilitated yyy,王涵雁，方昭昭，常鹏涛，,72-122,926,6,2011-08-18,www.xxxxx.com
6046,40863783,xxxxx 刍议,王涵雁，萧初月，孔咏思，张乐成，,505-524,366,11,1994-05-17,www.xxxxx.com
6047,25504359,xxx 在 zzz 时促进了 yyy,王涵雁，,514-554,553,8,2000-06-23,www.xxxxx.com
6048,67624666,xxxx 对 yyy 有重大影响,王涵雁，傅致萱，杨美玲，萧俊悟，,732-741,122,4,2018-11-03,www.xxxxx.com
6049,23953375,xxx 在 zzz 时促进了 yyy,王涵雁，,840-848,623,11,1991-09-08,www.xxxxx.com
6050,62519347,xxxxx 小议,王涵雁，,289-328,140,11,2021-05-02,www.xxxxx.com
6051,64932775,xxxxx 浅析,王涵雁，董昊天，周雨晴，,526-554,703,9,2010-09-08,www.xxxxx.com
6052,21626833,xxx 在 zzz 时促进了 yyy,王涵雁，范飞绿，唐子凡，胡承宣，,936-950,603,2,1995-07-10,www.xxxxx.com
6053,66521703,论 xxxxx 在 xxxxx 中的应用,王涵雁，于梓云，薛秀敏，,756-774,628,11,1991-06-24,www.xxxxx.com
6054,23176989,xxxxx 刍议,王涵雁，徐和韵，秦良策，,472-479,606,8,1996-05-03,www.xxxxx.com
6055,25504359,论 xxxx,王涵雁，孔冷菱，徐文曜，,12-16,511,12,2013-07-15,www.xxxxx.com
6056,93221432,论 xxxx,王涵雁，,947-978,663,11,1991-05-24,www.xxxxx.com
6057,19163613,xxxxx 小议,王涵雁，陆翠柔，陆项禹，,734-778,998,10,2014-08-07,www.xxxxx.com
6058,23176989,xxxxx 小议,王涵雁，贺寄柔，,466-492,322,1,1992-02-02,www.xxxxx.com
6059,45683228,xxxx 对 yyy 有重大影响,王涵雁，,786-811,18,1,2012-07-02,www.xxxxx.com
6060,66914660,xxx has facilitated yyy,王涵雁，龙宏儒，郭运馨，李莉娉，,804-829,714,6,2012-11-03,www.xxxxx.com
6061,99612153,xxxxx 浅析,王涵雁，,170-208,48,10,1998-05-04,www.xxxxx.com
6062,74407979,xxx improves yyy,王涵雁，谢嘉庆，金子怡，,332-381,586,2,1992-10-20,www.xxxxx.com
6063,62519347,xxx 在 zzz 时促进了 yyy,王涵雁，秦良策，吕苏弥，,185-213,964,9,2006-08-17,www.xxxxx.com
6064,58698718,xxx has facilitated yyy,王涵雁，龙依婷，,640-663,65,9,2012-10-17,www.xxxxx.com
6065,08338582,xxx has facilitated yyy,王涵雁，石莞尔，漕晓洁，蒋南晴，,433-483,888,11,2020-06-01,www.xxxxx.com
6066,67624666,xxxxx 刍议,王涵雁，卢健柏，彭映雪，,229-263,345,8,2002-08-24,www.xxxxx.com
6067,66041915,xxx improves yyy,王涵雁，,120-168,862,6,2007-06-25,www.xxxxx.com
6068,58698718,xxxx 对 yyy 有重大影响,王涵雁，,783-832,499,12,2017-12-20,www.xxxxx.com
6069,85118632,论 xxxxx 在 xxxxx 中的应用,王涵雁，,273-289,159,3,2001-05-21,www.xxxxx.com
6070,09987703,论 xxxx,王涵雁，冯鸿哲，,282-288,587,5,2016-02-28,www.xxxxx.com
6071,96015863,xxxxx 刍议,王涵雁，常鹏涛，乔雁荷，,468-500,453,5,2018-08-02,www.xxxxx.com
6072,58698718,论 xxxx,王涵雁，傅方雅，夏正谊，傅致萱，,656-696,896,2,2001-07-03,www.xxxxx.com
6073,86310410,xxxxx 刍议,王涵雁，,318-360,494,8,1997-07-21,www.xxxxx.com
6074,21626833,xxxxx 浅析,王涵雁，刘亦瑶，,751-784,587,11,1995-04-02,www.xxxxx.com
6075,66521703,论 xxxxx 在 xxxxx 中的应用,王涵雁，,481-524,236,4,1990-03-15,www.xxxxx.com
6076,46854266,xxx improves yyy,王涵雁，李宏旷，杨雅懿，,167-208,761,7,2003-06-22,www.xxxxx.com
6077,98332250,xxxxx 小议,王涵雁，龙野云，胡雅莉，段乐成，,182-214,935,1,1991-05-07,www.xxxxx.com
6078,12183892,xxxxx 小议,王涵雁，,373-396,881,7,2000-03-19,www.xxxxx.com
6079,66521703,论 xxxx,王涵雁，彭桂枫，,796-845,601,12,2014-11-14,www.xxxxx.com
6080,86310410,xxx improves yyy,魏合乐，方永寿，姚韫玉，邹泰清，,881-888,186,11,1991-06-02,www.xxxxx.com
6081,54663096,xxxx 对 yyy 有重大影响,魏合乐，,965-1013,488,4,1995-07-04,www.xxxxx.com
6082,98332250,xxxxx 刍议,魏合乐，卢晗日，程宜年，,450-491,381,5,2023-09-02,www.xxxxx.com
6083,57060012,xxxxx 小议,魏合乐，黎竹悦，黎纪颖，,656-685,134,8,2000-09-22,www.xxxxx.com
6084,99917471,论 xxxxx 在 xxxxx 中的应用,魏合乐，张子实，熊馨婷，,983-1011,908,8,1993-02-08,www.xxxxx.com
6085,23953375,xxxxx 刍议,魏合乐，梁良弼，,277-309,542,11,2018-01-21,www.xxxxx.com
6086,99917471,xxx has facilitated yyy,魏合乐，杨文康，戴泰初，,217-252,274,4,2015-08-16,www.xxxxx.com
6087,54663096,xxx 在 zzz 时促进了 yyy,魏合乐，萧晶辉，,677-685,429,5,2003-08-20,www.xxxxx.com
6088,66521703,xxx improves yyy,魏合乐，陆永怡，漕俊郎，,757-769,96,3,2005-02-28,www.xxxxx.com
6089,58698718,xxx improves yyy,魏合乐，萧文霞，,458-482,867,12,2020-09-19,www.xxxxx.com
6090,23176989,xxx improves yyy,魏合乐，卢阳文，薛嘉祥，方昭昭，,930-980,651,3,2006-12-05,www.xxxxx.com
6091,74407979,xxx 在 zzz 时促进了 yyy,魏合乐，,800-818,710,10,2006-10-13,www.xxxxx.com
6092,96015863,xxx improves yyy,魏合乐，金子怡，,642-663,566,5,1990-09-27,www.xxxxx.com
6093,45500799,xxxx 对 yyy 有重大影响,魏合乐，,560-590,943,7,2022-11-12,www.xxxxx.com
6094,19012303,xxxxx 浅析,魏合乐，孔白柏，,843-848,408,10,2016-07-06,www.xxxxx.com
6095,58698718,xxxxx 浅析,魏合乐，潘奕叶，,903-944,12,5,2020-08-04,www.xxxxx.com
6096,86310410,论 xxxxx 在 xxxxx 中的应用,魏合乐，汪太文，方英飙，江忠燕，,139-175,837,11,2009-05-18,www.xxxxx.com
6097,26988107,论 xxxxx 在 xxxxx 中的应用,魏合乐，蔡冰巧，文鹏程，秦光耀，,16-26,322,9,2004-01-23,www.xxxxx.com
6098,58698718,论 xxxx,魏合乐，朱慧艳，,788-807,783,8,2021-03-22,www.xxxxx.com
6099,07473169,xxx has facilitated yyy,魏合乐，,36-49,736,8,2008-07-27,www.xxxxx.com
6100,45683228,论 xxxx,魏合乐，邱曼吟，谢西华，,83-106,118,1,1994-07-24,www.xxxxx.com
6101,45500799,xxx 在 zzz 时促进了 yyy,魏合乐，吕锦文，高俊发，,325-354,716,5,2012-08-03,www.xxxxx.com
6102,66914660,xxx has facilitated yyy,魏合乐，熊馨婷，李宏旷，冯祺然，,259-273,262,8,2002-04-05,www.xxxxx.com
6103,07473169,xxx improves yyy,魏合乐，廖敏学，,32-38,167,12,2006-08-06,www.xxxxx.com
6104,97557353,xxxxx 小议,魏合乐，郝弘阔，孔紫薰，龚嘉许，,636-639,818,9,2022-09-18,www.xxxxx.com
6105,99917471,xxxxx 小议,魏合乐，龚静涵，,326-357,172,11,2002-04-04,www.xxxxx.com
6106,57060012,论 xxxxx 在 xxxxx 中的应用,魏合乐，江忠燕，易俊风，孙嘉歆，,605-645,581,9,2020-04-03,www.xxxxx.com
6107,70754113,xxx improves yyy,魏合乐，常嘉赐，,448-469,886,3,1998-09-15,www.xxxxx.com
6108,08338582,xxxxx 浅析,魏合乐，许向珊，,75-103,884,4,1995-06-02,www.xxxxx.com
6109,62519347,xxx 在 zzz 时促进了 yyy,魏合乐，苏怜梦，,352-359,920,10,2020-04-25,www.xxxxx.com
6110,45683228,xxxx 对 yyy 有重大影响,魏合乐，朱水彤，,765-780,796,10,2023-04-28,www.xxxxx.com
6111,57060012,xxx has facilitated yyy,魏合乐，田宾鸿，蒋才艺，孔季同，,992-1014,899,1,2008-12-18,www.xxxxx.com
6112,97557353,xxxxx 刍议,魏合乐，,154-169,675,1,2018-04-15,www.xxxxx.com
6113,08338582,xxxxx 刍议,魏合乐，张正豪，,628-665,629,10,2020-12-25,www.xxxxx.com
6114,19163613,xxx improves yyy,魏合乐，,750-786,908,10,2012-04-02,www.xxxxx.com
6115,57060012,xxx improves yyy,魏合乐，段湘怡，廖浩旷，邓绿柏，,585-590,475,7,2021-06-16,www.xxxxx.com
6116,40863783,xxx has facilitated yyy,魏合乐，郑沛岚，秦志义，朱慧艳，,860-904,258,5,2008-09-01,www.xxxxx.com
6117,96015863,xxx 在 zzz 时促进了 yyy,魏合乐，江以柳，彭乐容，白鹏翼，,352-373,564,7,2011-04-02,www.xxxxx.com
6118,59785575,xxx improves yyy,魏合乐，郭晓亦，任星纬，,741-784,458,10,1994-06-19,www.xxxxx.com
6119,43545801,xxxxx 小议,魏合乐，马阳阳，高星纬，,354-360,359,4,2020-04-08,www.xxxxx.com
6120,25504359,xxx 在 zzz 时促进了 yyy,龙野云，邓艳霞，,869-899,923,1,2007-01-28,www.xxxxx.com
6121,86310410,xxxxx 刍议,龙野云，杜秀华，,916-926,224,10,2009-10-08,www.xxxxx.com
6122,25504359,xxx improves yyy,龙野云，傅思远，陆翠柔，王莉娜，,980-1005,925,11,2015-07-04,www.xxxxx.com
6123,19012303,xxxxx 浅析,龙野云，叶雨莹，,473-482,712,9,2021-03-14,www.xxxxx.com
6124,23953375,xxxxx 小议,龙野云，,204-225,666,9,2011-12-14,www.xxxxx.com
6125,45500799,xxx improves yyy,龙野云，廖嘉茂，龚嘉许，,715-750,473,5,1993-06-13,www.xxxxx.com
6126,23953375,xxx improves yyy,龙野云，徐文曜，姚宏博，,933-954,115,7,2011-06-20,www.xxxxx.com
