isbn,title,author,publisher,publish_year,place_published,picture,link
39453097,xxx improves yyy,沈高飞,河北医科大学出版社人民文学出版社,2003-04-10,昆明,,www.xxxxx.com
00514807,论 xxxxx 在 xxxxx 中的应用,沈高飞,河北农业大学出版社,1992-01-21,福州,,www.xxxxx.com
05006729,论 xxxxx 在 xxxxx 中的应用,沈高飞,商务印书馆,2009-09-27,北京,,www.xxxxx.com
84928716,xxx improves yyy,沈高飞,河北农业大学出版社,1997-05-23,贵阳,,www.xxxxx.com
78399513,xxx has facilitated yyy,沈高飞,河北科技大学出版社,2004-08-25,福州,,www.xxxxx.com
47831573,xxxxx 小议,沈高飞,南京航空航天大学出版社,2012-08-02,石家庄,,www.xxxxx.com
64859656,xxx improves yyy,沈高飞,南京农业大学出版社,2010-08-05,长春,,www.xxxxx.com
68494447,论 xxxxx 在 xxxxx 中的应用,沈高飞,南京农业大学出版社,1995-05-16,济南,,www.xxxxx.com
53271867,xxxx 对 yyy 有重大影响,沈高飞,北京印刷学院出版社,2017-08-02,大连,,www.xxxxx.com
07966448,xxxxx 浅析,沈高飞,北京科技大学出版社,2010-03-09,长沙,,www.xxxxx.com
24589681,论 xxxxx 在 xxxxx 中的应用,沈高飞,河北师范大学出版社,2014-04-12,深圳,,www.xxxxx.com
82603640,论 xxxx,沈高飞,北京体育大学出版社,2004-05-17,重庆,,www.xxxxx.com
81807446,xxxxx 刍议,沈高飞,北京师范大学出版社,1995-04-05,厦门,,www.xxxxx.com
32307530,xxxxx 浅析,沈高飞,人民邮电出版社,2001-12-19,海口,,www.xxxxx.com
87537383,xxx has facilitated yyy,尹弘致,人民音乐出版社,2014-11-06,南京,,www.xxxxx.com
70177924,xxx has facilitated yyy,尹弘致,清华大学出版社,1997-07-16,上海,,www.xxxxx.com
23815605,xxx 在 zzz 时促进了 yyy,尹弘致,北京邮电大学出版社,2020-05-15,重庆,,www.xxxxx.com
59584150,xxxx 对 yyy 有重大影响,尹弘致,河北人民出版社,1995-04-03,太原,,www.xxxxx.com
91553669,xxxxx 刍议,尹弘致,商务印书馆,2006-11-26,石家庄,,www.xxxxx.com
81818415,xxxxx 小议,尹弘致,北京电子科技学院出版社,2021-08-20,太原,,www.xxxxx.com
16472725,xxx has facilitated yyy,尹弘致,河北农业大学出版社,2012-12-24,西安,,www.xxxxx.com
11115191,xxx 在 zzz 时促进了 yyy,尹弘致,苏州大学出版社,2016-11-13,福州,,www.xxxxx.com
41359866,xxxxx 刍议,尹弘致,北京印刷学院出版社,2010-08-12,太原,,www.xxxxx.com
50571890,xxxx 对 yyy 有重大影响,尹弘致,北京理工大学出版社,2016-02-12,西安,,www.xxxxx.com
63693666,xxxx 对 yyy 有重大影响,尹弘致,河北医科大学出版社人民文学出版社,2021-01-24,武汉,,www.xxxxx.com
44124051,xxx has facilitated yyy,尹弘致,南京航空航天大学出版社,2010-05-27,长沙,,www.xxxxx.com
64029349,论 xxxx,尹弘致,北京体育大学出版社,1995-12-24,上海,,www.xxxxx.com
82243074,论 xxxx,尹弘致,人民美术出版社,1992-12-07,沈阳,,www.xxxxx.com
10324989,xxxxx 刍议,尹弘致,人民音乐出版社,1990-11-17,郑州,,www.xxxxx.com
15812276,论 xxxx,尹弘致,北京电子科技学院出版社,2007-03-27,成都,,www.xxxxx.com
27511301,xxxxx 小议,尹弘致,南京农业大学出版社,2008-07-12,南京,,www.xxxxx.com
81207609,xxxxx 刍议,尹弘致,人民音乐出版社,2007-07-17,南昌,,www.xxxxx.com
40093871,xxxx 对 yyy 有重大影响,尹弘致,北京航空航天大学出版社,2020-04-01,重庆,,www.xxxxx.com
01461467,xxx 在 zzz 时促进了 yyy,尹弘致,北京外国语大学出版社,2018-05-07,大连,,www.xxxxx.com
35392072,xxxxx 浅析,崔锐逸,河北师范大学出版社,2007-07-21,南宁,,www.xxxxx.com
70566199,xxx improves yyy,崔锐逸,北京师范大学出版社,2007-11-03,上海,,www.xxxxx.com
70070028,xxxx 对 yyy 有重大影响,崔锐逸,北京航空航天大学出版社,2012-06-01,杭州,,www.xxxxx.com
30788030,论 xxxx,崔锐逸,河北科技大学出版社,2008-02-19,南宁,,www.xxxxx.com
04500216,xxx has facilitated yyy,崔锐逸,北京大学出版社,1995-08-28,兰州,,www.xxxxx.com
85311618,xxxxx 刍议,崔锐逸,商务印书馆,2010-01-18,重庆,,www.xxxxx.com
66466965,论 xxxx,崔锐逸,北京科技大学出版社,2017-12-13,昆明,,www.xxxxx.com
60474712,xxxxx 刍议,崔锐逸,北京电子科技学院出版社,2022-11-17,长春,,www.xxxxx.com
44778334,xxx 在 zzz 时促进了 yyy,崔锐逸,北京航空航天大学出版社,1998-03-17,西宁,,www.xxxxx.com
17270819,xxx has facilitated yyy,崔锐逸,商务印书馆,2008-04-27,海口,,www.xxxxx.com
42289906,xxx 在 zzz 时促进了 yyy,崔锐逸,北京理工大学出版社,2002-12-11,济南,,www.xxxxx.com
59532935,论 xxxxx 在 xxxxx 中的应用,崔锐逸,北京外国语大学出版社,2021-06-27,北京,,www.xxxxx.com
84417598,论 xxxx,崔锐逸,南京航空航天大学出版社,2022-02-20,贵阳,,www.xxxxx.com
69530561,xxxxx 浅析,崔锐逸,商务印书馆,2001-04-21,广州,,www.xxxxx.com
37392609,xxxxx 小议,崔锐逸,北京语言大学出版社,2005-09-09,杭州,,www.xxxxx.com
32822728,xxxx 对 yyy 有重大影响,崔锐逸,北京语言大学出版社,1995-05-24,苏州,,www.xxxxx.com
77078256,论 xxxxx 在 xxxxx 中的应用,崔锐逸,北京印刷学院出版社,2002-08-11,武汉,,www.xxxxx.com
12219126,论 xxxx,崔锐逸,南京航空航天大学出版社,1999-10-20,兰州,,www.xxxxx.com
02658907,xxxxx 小议,崔锐逸,人民教育出版社,2020-01-11,济南,,www.xxxxx.com
68660914,xxxxx 小议,崔锐逸,苏州大学出版社,1996-10-26,南宁,,www.xxxxx.com
47870274,xxx improves yyy,陆永怡,人民教育出版社,2021-09-01,上海,,www.xxxxx.com
15977923,xxxxx 刍议,陆永怡,南京大学出版社,2008-07-20,西宁,,www.xxxxx.com
78927780,论 xxxx,陆永怡,北京大学出版社,2002-08-25,厦门,,www.xxxxx.com
20111243,xxxxx 小议,陆永怡,人民音乐出版社,2004-03-11,苏州,,www.xxxxx.com
49987564,xxx has facilitated yyy,陆永怡,北京体育大学出版社,2006-09-21,西安,,www.xxxxx.com
20312437,xxxx 对 yyy 有重大影响,陆永怡,苏州大学出版社,1995-10-06,贵阳,,www.xxxxx.com
15510979,xxxxx 刍议,陆永怡,人民美术出版社,2007-11-09,福州,,www.xxxxx.com
30469106,xxx improves yyy,陆永怡,南京大学出版社,1999-07-08,深圳,,www.xxxxx.com
63681084,xxx improves yyy,陆永怡,北京科技大学出版社,1992-12-21,南京,,www.xxxxx.com
19904512,xxx 在 zzz 时促进了 yyy,陆永怡,北京师范大学出版社,2007-04-02,合肥,,www.xxxxx.com
29255778,xxxx 对 yyy 有重大影响,陆永怡,北京航空航天大学出版社,2003-08-11,杭州,,www.xxxxx.com
74483725,论 xxxx,陆永怡,人民音乐出版社,2009-04-03,大连,,www.xxxxx.com
13276194,xxx improves yyy,陆永怡,北京印刷学院出版社,2011-12-20,北京,,www.xxxxx.com
25392027,xxx 在 zzz 时促进了 yyy,陆永怡,南京大学出版社,2004-08-06,重庆,,www.xxxxx.com
50984126,xxxx 对 yyy 有重大影响,陆永怡,北京印刷学院出版社,2019-10-14,深圳,,www.xxxxx.com
43135406,xxxx 对 yyy 有重大影响,陆永怡,北京语言大学出版社,2022-08-09,石家庄,,www.xxxxx.com
45573708,论 xxxxx 在 xxxxx 中的应用,陆永怡,人民邮电出版社,2013-02-20,杭州,,www.xxxxx.com
82724291,论 xxxxx 在 xxxxx 中的应用,陆永怡,北京科技大学出版社,2023-08-28,南京,,www.xxxxx.com
04148082,xxx 在 zzz 时促进了 yyy,陆永怡,北京航空航天大学出版社,1999-01-20,福州,,www.xxxxx.com
62018638,xxx has facilitated yyy,陆永怡,河北工业大学出版社,1991-01-17,长沙,,www.xxxxx.com
87885306,xxx has facilitated yyy,吴俊彦,北京大学出版社,2004-02-14,武汉,,www.xxxxx.com
96480238,论 xxxx,吴俊彦,河北农业大学出版社,1993-12-04,太原,,www.xxxxx.com
25298090,xxxxx 小议,吴俊彦,人民教育出版社,1994-03-19,南京,,www.xxxxx.com
83920295,xxx 在 zzz 时促进了 yyy,吴俊彦,河北师范大学出版社,1997-08-26,南京,,www.xxxxx.com
30787732,xxx has facilitated yyy,吴俊彦,河北师范大学出版社,2002-08-11,天津,,www.xxxxx.com
71189201,xxxx 对 yyy 有重大影响,吴俊彦,河北工业大学出版社,2023-03-08,西安,,www.xxxxx.com
21188946,xxx has facilitated yyy,吴俊彦,北京电子科技学院出版社,2003-03-12,兰州,,www.xxxxx.com
73409718,xxxxx 小议,吴俊彦,河北工业大学出版社,2005-01-17,海口,,www.xxxxx.com
99605831,xxxxx 浅析,吴俊彦,北京电子科技学院出版社,2000-11-14,苏州,,www.xxxxx.com
30499939,论 xxxxx 在 xxxxx 中的应用,吴俊彦,苏州大学出版社,2019-12-28,昆明,,www.xxxxx.com
62518724,xxx 在 zzz 时促进了 yyy,吴俊彦,人民教育出版社,1990-12-25,济南,,www.xxxxx.com
78331113,xxx improves yyy,吴俊彦,人民邮电出版社,2017-07-25,北京,,www.xxxxx.com
60591188,论 xxxxx 在 xxxxx 中的应用,吴俊彦,北京体育大学出版社,1997-07-04,天津,,www.xxxxx.com
34612705,xxx improves yyy,吴俊彦,河北农业大学出版社,2022-02-16,上海,,www.xxxxx.com
09532188,论 xxxx,吴俊彦,北京语言大学出版社,1993-09-03,福州,,www.xxxxx.com
52231530,xxx 在 zzz 时促进了 yyy,吴俊彦,北京航空航天大学出版社,2011-07-09,福州,,www.xxxxx.com
76318269,xxxxx 小议,吴俊彦,北京师范大学出版社,1996-10-06,石家庄,,www.xxxxx.com
63699505,xxxxx 刍议,吴俊彦,南京大学出版社,2020-02-13,北京,,www.xxxxx.com
52521288,xxxxx 小议,吴俊彦,南京理工大学出版社,2007-11-26,南昌,,www.xxxxx.com
85470894,xxxxx 小议,吴俊彦,河北人民出版社,2006-01-26,长春,,www.xxxxx.com
82732565,xxx has facilitated yyy,萧俊悟,人民美术出版社,2021-01-06,兰州,,www.xxxxx.com
98674009,论 xxxxx 在 xxxxx 中的应用,萧俊悟,北京航空航天大学出版社,2002-10-10,西宁,,www.xxxxx.com
79505043,xxx has facilitated yyy,萧俊悟,河北科技大学出版社,2006-11-14,沈阳,,www.xxxxx.com
90033454,xxxxx 小议,萧俊悟,河北师范大学出版社,2013-08-17,太原,,www.xxxxx.com
91057935,论 xxxxx 在 xxxxx 中的应用,萧俊悟,北京航空航天大学出版社,2018-10-05,青岛,,www.xxxxx.com
85115792,xxx has facilitated yyy,萧俊悟,北京外国语大学出版社,2008-12-25,南昌,,www.xxxxx.com
78978356,论 xxxx,萧俊悟,北京外国语大学出版社,1996-04-13,重庆,,www.xxxxx.com
10614927,xxxxx 小议,萧俊悟,北京外国语大学出版社,2004-04-18,天津,,www.xxxxx.com
95143916,xxx has facilitated yyy,萧俊悟,清华大学出版社,2008-01-01,成都,,www.xxxxx.com
43007852,xxxx 对 yyy 有重大影响,萧俊悟,河北人民出版社,2005-02-08,西安,,www.xxxxx.com
62000291,论 xxxxx 在 xxxxx 中的应用,萧俊悟,河北农业大学出版社,2020-04-23,海口,,www.xxxxx.com
88259620,xxxxx 浅析,萧俊悟,南京农业大学出版社,2015-08-01,石家庄,,www.xxxxx.com
16575203,论 xxxx,萧俊悟,河北农业大学出版社,1992-08-14,青岛,,www.xxxxx.com
34674645,论 xxxxx 在 xxxxx 中的应用,萧俊悟,清华大学出版社,2004-12-07,南京,,www.xxxxx.com
53341994,xxxxx 浅析,萧俊悟,河北科技大学出版社,2019-07-06,武汉,,www.xxxxx.com
91173897,论 xxxx,萧俊悟,北京电子科技学院出版社,2002-10-10,青岛,,www.xxxxx.com
66860428,xxx improves yyy,萧俊悟,人民音乐出版社,1994-07-04,昆明,,www.xxxxx.com
93806792,xxx has facilitated yyy,萧俊悟,北京外国语大学出版社,1998-12-02,西安,,www.xxxxx.com
56651876,xxxxx 刍议,萧俊悟,北京外国语大学出版社,2017-03-04,南京,,www.xxxxx.com
67133921,xxxxx 浅析,萧俊悟,南京农业大学出版社,2009-10-08,西宁,,www.xxxxx.com
42020389,xxxx 对 yyy 有重大影响,孙博简,北京电子科技学院出版社,2013-09-15,北京,,www.xxxxx.com
00856843,xxxxx 浅析,孙博简,北京航空航天大学出版社,1995-04-10,南昌,,www.xxxxx.com
64520809,xxxxx 小议,孙博简,北京师范大学出版社,2009-05-16,沈阳,,www.xxxxx.com
02397664,xxxxx 小议,孙博简,北京印刷学院出版社,1999-06-07,太原,,www.xxxxx.com
32535365,xxx 在 zzz 时促进了 yyy,孙博简,北京印刷学院出版社,2018-11-10,上海,,www.xxxxx.com
41237237,xxx 在 zzz 时促进了 yyy,孙博简,北京师范大学出版社,1999-05-28,太原,,www.xxxxx.com
54588244,xxx 在 zzz 时促进了 yyy,孙博简,商务印书馆,2003-06-05,北京,,www.xxxxx.com
48450791,xxxxx 刍议,孙博简,南京大学出版社,2017-06-06,成都,,www.xxxxx.com
33072050,xxx 在 zzz 时促进了 yyy,孙博简,南京农业大学出版社,2010-08-07,南昌,,www.xxxxx.com
56828510,论 xxxxx 在 xxxxx 中的应用,孙博简,北京师范大学出版社,2003-11-20,广州,,www.xxxxx.com
44106331,xxxxx 小议,孙博简,清华大学出版社,1990-02-08,厦门,,www.xxxxx.com
92878615,xxxxx 刍议,孙博简,南京大学出版社,2011-08-14,南昌,,www.xxxxx.com
61339198,xxxxx 小议,孙博简,北京外国语大学出版社,1999-09-15,郑州,,www.xxxxx.com
93260797,xxx has facilitated yyy,孙博简,北京邮电大学出版社,2000-04-12,哈尔滨,,www.xxxxx.com
78238174,xxx has facilitated yyy,孙博简,南京农业大学出版社,2014-03-26,上海,,www.xxxxx.com
95092143,xxxxx 浅析,孙博简,人民美术出版社,1992-11-14,太原,,www.xxxxx.com
08651884,xxx 在 zzz 时促进了 yyy,孙博简,人民美术出版社,2001-01-10,昆明,,www.xxxxx.com
16886629,xxx improves yyy,孙博简,河北医科大学出版社人民文学出版社,1994-09-02,大连,,www.xxxxx.com
57517675,xxx 在 zzz 时促进了 yyy,孙博简,北京大学出版社,2013-11-11,杭州,,www.xxxxx.com
03465782,论 xxxxx 在 xxxxx 中的应用,孙博简,南京农业大学出版社,1999-09-07,杭州,,www.xxxxx.com
28069958,xxx 在 zzz 时促进了 yyy,周华皓,苏州大学出版社,2012-05-28,北京,,www.xxxxx.com
65315696,论 xxxxx 在 xxxxx 中的应用,周华皓,南京农业大学出版社,2017-11-12,长沙,,www.xxxxx.com
58473686,论 xxxx,周华皓,北京体育大学出版社,2006-05-15,长沙,,www.xxxxx.com
40220469,xxxx 对 yyy 有重大影响,周华皓,苏州大学出版社,2011-05-09,石家庄,,www.xxxxx.com
56738198,xxxxx 小议,周华皓,人民邮电出版社,2007-03-19,南宁,,www.xxxxx.com
59825138,xxxx 对 yyy 有重大影响,周华皓,北京理工大学出版社,2017-04-07,厦门,,www.xxxxx.com
70379274,论 xxxx,周华皓,人民教育出版社,2003-12-19,武汉,,www.xxxxx.com
94647989,xxxx 对 yyy 有重大影响,周华皓,北京电子科技学院出版社,2021-04-20,昆明,,www.xxxxx.com
39866069,xxxxx 浅析,周华皓,南京农业大学出版社,2017-08-11,西安,,www.xxxxx.com
39542820,xxxxx 浅析,周华皓,北京电子科技学院出版社,2014-06-17,石家庄,,www.xxxxx.com
23601794,xxxx 对 yyy 有重大影响,周华皓,北京科技大学出版社,1991-01-05,石家庄,,www.xxxxx.com
81790740,xxxxx 小议,周华皓,北京电子科技学院出版社,2021-09-25,南昌,,www.xxxxx.com
02259296,xxxxx 小议,周华皓,河北科技大学出版社,2018-01-04,济南,,www.xxxxx.com
68683548,论 xxxxx 在 xxxxx 中的应用,周华皓,人民音乐出版社,2012-01-13,沈阳,,www.xxxxx.com
88382618,xxx 在 zzz 时促进了 yyy,周华皓,清华大学出版社,2017-05-23,长春,,www.xxxxx.com
78616155,xxxxx 小议,周华皓,北京理工大学出版社,2018-11-21,石家庄,,www.xxxxx.com
18137308,xxxxx 浅析,周华皓,河北工业大学出版社,2006-05-28,成都,,www.xxxxx.com
88082270,xxx 在 zzz 时促进了 yyy,周华皓,北京外国语大学出版社,1995-05-23,苏州,,www.xxxxx.com
79120247,xxx has facilitated yyy,周华皓,人民教育出版社,2018-09-13,海口,,www.xxxxx.com
97163526,xxx 在 zzz 时促进了 yyy,周华皓,河北科技大学出版社,1995-05-21,青岛,,www.xxxxx.com
70756715,xxx improves yyy,谭学博,人民音乐出版社,2017-05-14,青岛,,www.xxxxx.com
81022448,xxxxx 小议,谭学博,人民美术出版社,1992-06-23,合肥,,www.xxxxx.com
41875158,论 xxxxx 在 xxxxx 中的应用,谭学博,清华大学出版社,2000-10-23,福州,,www.xxxxx.com
54874891,论 xxxx,谭学博,南京大学出版社,2014-09-03,苏州,,www.xxxxx.com
80807754,论 xxxxx 在 xxxxx 中的应用,谭学博,北京电子科技学院出版社,2000-11-01,太原,,www.xxxxx.com
22523620,xxxxx 刍议,谭学博,清华大学出版社,1998-12-18,南昌,,www.xxxxx.com
49769815,xxxxx 刍议,谭学博,南京航空航天大学出版社,2018-06-07,大连,,www.xxxxx.com
96514012,论 xxxxx 在 xxxxx 中的应用,谭学博,北京体育大学出版社,2003-05-26,重庆,,www.xxxxx.com
25777822,论 xxxxx 在 xxxxx 中的应用,谭学博,南京航空航天大学出版社,1993-03-16,沈阳,,www.xxxxx.com
77956485,xxxxx 浅析,谭学博,北京邮电大学出版社,1997-06-28,昆明,,www.xxxxx.com
77792190,论 xxxxx 在 xxxxx 中的应用,谭学博,河北工业大学出版社,1999-01-20,深圳,,www.xxxxx.com
06683437,xxx 在 zzz 时促进了 yyy,谭学博,北京大学出版社,1991-03-04,贵阳,,www.xxxxx.com
58862783,xxxxx 小议,谭学博,北京体育大学出版社,2014-03-05,太原,,www.xxxxx.com
91093430,xxx 在 zzz 时促进了 yyy,谭学博,北京航空航天大学出版社,1991-01-27,福州,,www.xxxxx.com
41671327,xxxxx 刍议,谭学博,北京语言大学出版社,1994-10-26,苏州,,www.xxxxx.com
43686797,xxxxx 浅析,谭学博,河北农业大学出版社,1995-02-06,哈尔滨,,www.xxxxx.com
21783328,xxxxx 刍议,谭学博,苏州大学出版社,2022-07-25,武汉,,www.xxxxx.com
91517790,xxx improves yyy,谭学博,北京外国语大学出版社,2009-03-16,济南,,www.xxxxx.com
58308255,xxx 在 zzz 时促进了 yyy,谭学博,清华大学出版社,2020-12-25,北京,,www.xxxxx.com
15200369,论 xxxx,谭学博,北京航空航天大学出版社,2000-06-14,重庆,,www.xxxxx.com
19387566,xxx 在 zzz 时促进了 yyy,龚自怡,北京语言大学出版社,1991-12-01,西安,,www.xxxxx.com
34806291,xxxx 对 yyy 有重大影响,龚自怡,北京大学出版社,2011-09-05,大连,,www.xxxxx.com
65693408,xxxxx 浅析,龚自怡,河北医科大学出版社人民文学出版社,2007-08-10,贵阳,,www.xxxxx.com
38276328,xxxxx 刍议,龚自怡,北京航空航天大学出版社,1993-06-28,成都,,www.xxxxx.com
66667140,xxxxx 浅析,龚自怡,北京大学出版社,2020-08-01,广州,,www.xxxxx.com
87128349,xxx has facilitated yyy,龚自怡,商务印书馆,2021-11-02,大连,,www.xxxxx.com
39434772,论 xxxx,龚自怡,北京师范大学出版社,2011-08-19,大连,,www.xxxxx.com
76765225,xxx has facilitated yyy,龚自怡,清华大学出版社,2005-02-15,成都,,www.xxxxx.com
07147590,xxxxx 刍议,龚自怡,河北师范大学出版社,1991-10-18,深圳,,www.xxxxx.com
15377998,xxxx 对 yyy 有重大影响,龚自怡,河北工业大学出版社,1997-03-01,南京,,www.xxxxx.com
42198934,xxxxx 刍议,龚自怡,人民教育出版社,2007-11-08,北京,,www.xxxxx.com
77749076,xxxxx 小议,龚自怡,人民美术出版社,2006-11-22,天津,,www.xxxxx.com
20577443,xxxxx 小议,龚自怡,人民教育出版社,2010-03-02,济南,,www.xxxxx.com
62403331,论 xxxxx 在 xxxxx 中的应用,龚自怡,河北师范大学出版社,2017-03-20,南昌,,www.xxxxx.com
25149983,论 xxxxx 在 xxxxx 中的应用,龚自怡,北京航空航天大学出版社,1992-07-13,沈阳,,www.xxxxx.com
60249589,论 xxxxx 在 xxxxx 中的应用,龚自怡,南京大学出版社,1990-07-18,深圳,,www.xxxxx.com
28058103,xxxx 对 yyy 有重大影响,龚自怡,北京语言大学出版社,1992-08-17,长沙,,www.xxxxx.com
90608287,论 xxxxx 在 xxxxx 中的应用,龚自怡,北京体育大学出版社,2013-01-04,兰州,,www.xxxxx.com
37028102,论 xxxx,龚自怡,人民美术出版社,1990-03-22,南京,,www.xxxxx.com
84805477,xxxx 对 yyy 有重大影响,龚自怡,人民美术出版社,2014-04-03,石家庄,,www.xxxxx.com
15259304,xxx 在 zzz 时促进了 yyy,魏翰墨,人民美术出版社,1999-11-09,南京,,www.xxxxx.com
63328210,论 xxxx,魏翰墨,北京师范大学出版社,2023-05-25,上海,,www.xxxxx.com
04299414,xxxxx 浅析,魏翰墨,北京邮电大学出版社,1993-12-28,长春,,www.xxxxx.com
23429936,xxxxx 浅析,魏翰墨,人民教育出版社,2015-11-13,深圳,,www.xxxxx.com
49860982,论 xxxx,魏翰墨,北京语言大学出版社,1991-12-18,成都,,www.xxxxx.com
61828447,论 xxxxx 在 xxxxx 中的应用,魏翰墨,南京农业大学出版社,2002-01-21,石家庄,,www.xxxxx.com
11543095,xxxxx 刍议,魏翰墨,苏州大学出版社,2006-02-15,成都,,www.xxxxx.com
43403710,xxxxx 浅析,魏翰墨,河北科技大学出版社,2013-01-07,长沙,,www.xxxxx.com
26330523,xxxx 对 yyy 有重大影响,魏翰墨,南京农业大学出版社,2001-10-28,青岛,,www.xxxxx.com
98326052,xxx improves yyy,魏翰墨,北京师范大学出版社,1993-07-13,天津,,www.xxxxx.com
94129728,xxx improves yyy,魏翰墨,河北科技大学出版社,2009-12-09,兰州,,www.xxxxx.com
62083346,xxx improves yyy,魏翰墨,北京电子科技学院出版社,1990-04-02,成都,,www.xxxxx.com
78849976,xxxx 对 yyy 有重大影响,魏翰墨,河北师范大学出版社,2020-09-03,天津,,www.xxxxx.com
95862998,xxx 在 zzz 时促进了 yyy,魏翰墨,南京理工大学出版社,1997-10-10,济南,,www.xxxxx.com
03068028,论 xxxx,魏翰墨,河北科技大学出版社,2009-11-26,深圳,,www.xxxxx.com
39075980,论 xxxx,魏翰墨,北京外国语大学出版社,2012-07-09,南宁,,www.xxxxx.com
47845336,论 xxxxx 在 xxxxx 中的应用,魏翰墨,南京农业大学出版社,2006-02-15,上海,,www.xxxxx.com
66187985,xxxx 对 yyy 有重大影响,魏翰墨,南京大学出版社,2001-05-20,福州,,www.xxxxx.com
09870550,xxx has facilitated yyy,魏翰墨,南京大学出版社,2004-10-03,南京,,www.xxxxx.com
67891799,xxx has facilitated yyy,魏翰墨,北京印刷学院出版社,1999-07-09,重庆,,www.xxxxx.com
85860375,论 xxxx,薛德本,北京师范大学出版社,2008-09-16,哈尔滨,,www.xxxxx.com
75456087,论 xxxx,薛德本,河北人民出版社,2014-07-28,石家庄,,www.xxxxx.com
47424406,xxx 在 zzz 时促进了 yyy,薛德本,苏州大学出版社,1998-02-20,南昌,,www.xxxxx.com
81083199,xxx has facilitated yyy,薛德本,河北农业大学出版社,2021-12-02,青岛,,www.xxxxx.com
69640327,xxxxx 刍议,薛德本,人民美术出版社,1994-04-03,长沙,,www.xxxxx.com
93727801,xxxxx 刍议,薛德本,河北医科大学出版社人民文学出版社,2005-01-11,天津,,www.xxxxx.com
36150508,xxx 在 zzz 时促进了 yyy,薛德本,河北师范大学出版社,1991-06-14,南宁,,www.xxxxx.com
66877157,xxx 在 zzz 时促进了 yyy,薛德本,人民美术出版社,1992-11-01,苏州,,www.xxxxx.com
20090915,xxx has facilitated yyy,薛德本,北京印刷学院出版社,1996-03-24,兰州,,www.xxxxx.com
37192105,xxxxx 小议,薛德本,南京理工大学出版社,2020-10-07,太原,,www.xxxxx.com
03804183,xxx improves yyy,薛德本,北京语言大学出版社,1995-03-24,石家庄,,www.xxxxx.com
18716497,xxxx 对 yyy 有重大影响,薛德本,苏州大学出版社,2005-11-10,石家庄,,www.xxxxx.com
26371670,xxx 在 zzz 时促进了 yyy,薛德本,人民音乐出版社,2023-02-01,兰州,,www.xxxxx.com
59761616,xxxx 对 yyy 有重大影响,薛德本,北京印刷学院出版社,2012-06-19,南宁,,www.xxxxx.com
06657847,xxxx 对 yyy 有重大影响,薛德本,人民教育出版社,2023-11-11,哈尔滨,,www.xxxxx.com
55989638,xxxxx 小议,薛德本,河北医科大学出版社人民文学出版社,2007-03-07,深圳,,www.xxxxx.com
28060358,论 xxxxx 在 xxxxx 中的应用,薛德本,北京科技大学出版社,2008-02-16,广州,,www.xxxxx.com
52303878,xxx 在 zzz 时促进了 yyy,薛德本,清华大学出版社,2022-09-15,大连,,www.xxxxx.com
23886439,xxxxx 刍议,薛德本,人民邮电出版社,1995-09-26,武汉,,www.xxxxx.com
93776035,xxx improves yyy,薛德本,北京大学出版社,2002-05-07,天津,,www.xxxxx.com
02602950,xxxx 对 yyy 有重大影响,李正志,河北科技大学出版社,2009-10-25,重庆,,www.xxxxx.com
46202397,xxxxx 浅析,李正志,北京体育大学出版社,2001-06-28,西宁,,www.xxxxx.com
47324746,论 xxxx,李正志,南京航空航天大学出版社,2020-10-27,长春,,www.xxxxx.com
42924764,论 xxxx,李正志,商务印书馆,2004-07-20,沈阳,,www.xxxxx.com
77369263,xxx has facilitated yyy,李正志,人民邮电出版社,1995-12-19,上海,,www.xxxxx.com
31020048,xxx has facilitated yyy,李正志,南京农业大学出版社,2023-07-21,成都,,www.xxxxx.com
87655418,xxx has facilitated yyy,李正志,北京理工大学出版社,1998-08-12,深圳,,www.xxxxx.com
05841465,xxx improves yyy,李正志,河北医科大学出版社人民文学出版社,2012-10-03,太原,,www.xxxxx.com
05181208,xxx improves yyy,李正志,北京语言大学出版社,1999-08-20,长沙,,www.xxxxx.com
76215373,xxx has facilitated yyy,李正志,河北师范大学出版社,2020-08-15,贵阳,,www.xxxxx.com
28325916,xxxxx 浅析,李正志,北京体育大学出版社,1991-03-20,郑州,,www.xxxxx.com
82843876,xxx has facilitated yyy,李正志,河北农业大学出版社,2012-12-21,厦门,,www.xxxxx.com
71644946,论 xxxx,李正志,河北师范大学出版社,2020-11-23,重庆,,www.xxxxx.com
79401856,xxxx 对 yyy 有重大影响,李正志,北京外国语大学出版社,2017-10-12,石家庄,,www.xxxxx.com
38712077,xxx has facilitated yyy,李正志,北京航空航天大学出版社,1990-02-19,大连,,www.xxxxx.com
80714484,xxxxx 刍议,李正志,北京外国语大学出版社,2013-03-15,济南,,www.xxxxx.com
90032110,xxx 在 zzz 时促进了 yyy,李正志,北京外国语大学出版社,2015-10-28,厦门,,www.xxxxx.com
23315871,论 xxxxx 在 xxxxx 中的应用,李正志,北京邮电大学出版社,2011-04-18,天津,,www.xxxxx.com
71205418,xxx improves yyy,李正志,北京印刷学院出版社,1994-02-04,南京,,www.xxxxx.com
98015109,xxxx 对 yyy 有重大影响,李正志,南京大学出版社,1999-07-25,天津,,www.xxxxx.com
44538820,xxxxx 刍议,龙宏儒,河北师范大学出版社,2021-08-28,深圳,,www.xxxxx.com
87250545,xxxxx 浅析,龙宏儒,河北工业大学出版社,2015-12-16,重庆,,www.xxxxx.com
